Unique ID,Country,Age,Annual Family Income ($),Gender,Time spent watching videos/TV,Time spent playing indoor sports,Time spent playing outdoor sports,Total Time spent working in front of screen,Sleeping hours,IQ,Whether parents have specs,English speaker,Migrated within country,Migrated overseas,"Maritial Status (0 - Single, 1 - Married, 2 - Divorced)",Has Diabetes,Education Status,Has Gym Subscription,Has OTT subscription,Number of friends,Likes spicy food,Likes desserts,Wants to change career,Has debt,Has kids,Drinks alcohol,Smoker,Wear Specs
1300312,IND,60,19637,Male,8,0,4,4,6,102,0,1,1,0,1,0,Graduate,0,0,4,1,0,0,1,1,0,0,0
1624766,IND,60,11123,Female,10,0,3,9,9,108,0,1,0,0,1,1,Dropout,0,1,1,1,0,0,1,1,0,0,1
6653581,IND,60,400,Male,4,1,1,4,9,112,0,1,1,0,1,1,Graduate,0,1,4,0,0,0,1,1,0,0,0
2866631,IND,60,522,Female,9,1,2,9,11,84,0,1,1,0,1,1,Graduate,0,1,2,1,0,1,0,1,1,0,1
5360251,IND,60,9142,Male,1,1,2,5,8,120,0,1,0,1,0,0,Dropout,0,1,3,1,1,0,1,1,1,1,0
1997900,IND,60,12148,Female,2,4,1,5,7,88,0,1,0,0,1,1,Dropout,1,0,2,0,0,0,1,1,1,1,0
5731250,IND,60,12198,Male,0,1,2,3,9,123,0,1,1,1,1,0,Dropout,0,1,2,0,1,0,1,1,0,1,0
471451,IND,60,12015,Male,5,3,2,7,9,94,0,1,1,0,1,1,Dropout,0,0,2,1,1,0,0,1,1,1,0
8619174,IND,60,8059,Male,8,1,2,6,9,101,0,1,1,0,0,1,Graduate,0,1,2,1,0,0,1,1,1,0,1
7606031,IND,60,12956,Male,0,1,2,5,10,83,0,1,0,0,1,0,Graduate,0,1,2,1,0,0,0,1,1,1,0
1033756,IND,60,1291,Male,2,2,3,7,7,115,1,0,1,0,1,0,Dropout,0,0,4,1,1,0,1,1,0,0,0
4729152,IND,60,525,Female,5,3,3,6,8,92,0,1,0,0,0,0,Dropout,0,1,3,0,1,0,1,0,0,0,0
4014259,IND,60,10822,Male,1,0,1,9,10,113,0,1,0,0,1,1,Dropout,0,1,2,1,0,0,1,1,1,1,0
1789684,IND,60,6384,Male,1,2,3,4,8,121,0,1,0,1,0,1,Dropout,0,0,3,1,0,0,0,1,1,1,0
4880792,IND,61,10036,Male,1,3,3,10,7,108,0,1,1,1,1,1,Graduate,0,1,4,1,1,0,1,1,0,1,0
7365764,IND,61,6397,Male,4,2,2,12,10,87,0,0,1,0,1,1,Dropout,0,0,3,1,0,0,1,1,1,1,0
6105280,IND,61,5773,Male,5,1,2,11,8,76,0,1,1,0,1,1,Dropout,0,1,4,1,0,0,1,1,0,0,0
2149476,IND,61,18104,Male,5,3,1,7,8,120,0,0,1,0,0,1,Dropout,0,1,1,1,1,0,1,1,1,1,1
1666516,IND,61,11973,Female,7,0,0,8,9,78,0,1,0,0,1,1,Graduate,0,1,3,1,0,0,1,1,0,0,1
7827427,IND,61,15156,Male,6,4,2,8,8,105,1,1,1,0,1,0,Dropout,0,1,2,1,1,1,0,1,0,0,1
5624918,IND,61,18089,Male,4,2,2,12,8,113,0,0,0,0,1,1,Graduate,0,1,4,1,1,0,1,1,1,0,1
8900599,IND,61,18278,Male,8,1,3,12,6,81,0,1,1,0,1,1,Graduate,0,1,2,0,0,0,1,1,0,0,1
5270004,IND,61,3393,Female,8,2,0,10,10,109,0,1,1,0,1,0,Dropout,0,1,2,1,1,0,0,1,1,0,1
2988550,IND,61,3932,Male,7,2,2,7,9,96,1,0,1,0,1,1,Graduate,0,1,2,1,0,0,0,1,1,1,1
1985132,IND,61,4443,Female,5,2,1,10,6,123,0,1,1,0,0,0,Graduate,1,1,3,1,1,0,0,1,1,0,1
9641670,IND,61,10887,Male,1,1,3,10,5,99,0,1,0,0,1,1,Dropout,0,1,3,1,1,0,0,1,1,1,0
5886972,IND,61,3965,Male,1,3,2,11,7,117,0,1,1,0,1,1,Dropout,0,1,3,1,0,0,0,1,1,0,0
6925688,IND,61,2089,Male,5,3,3,13,9,92,1,1,0,0,1,0,Graduate,1,0,2,1,0,0,1,1,1,1,1
4920496,IND,61,19545,Male,1,2,3,9,7,115,0,0,1,0,1,1,Graduate,0,1,4,1,1,0,1,1,1,1,1
3478806,IND,61,266,Female,5,0,2,13,9,97,0,1,1,0,1,1,Dropout,0,1,4,0,0,0,0,1,1,0,1
9353342,IND,61,18745,Male,7,3,3,9,8,96,0,1,0,0,1,1,Dropout,0,1,2,1,0,0,0,1,1,0,1
3306444,IND,61,4087,Male,10,1,4,8,7,99,0,1,1,0,1,0,Graduate,0,1,4,1,1,0,1,1,0,1,1
8036247,IND,61,14236,Female,6,3,4,11,5,78,0,1,1,0,1,1,Dropout,0,1,1,1,1,0,1,1,1,1,1
6758746,IND,61,4746,Male,2,3,0,9,7,110,0,1,1,0,1,0,Dropout,0,1,2,1,1,1,1,1,0,1,1
5681546,IND,61,9733,Male,1,2,1,10,9,88,0,0,1,0,1,1,Dropout,0,0,3,0,1,0,1,1,1,0,0
9133558,IND,61,5421,Male,9,2,1,10,9,112,0,1,0,0,1,1,Graduate,0,0,3,1,1,1,0,1,1,0,1
7442310,IND,61,14726,Male,8,2,3,8,6,65,0,1,0,0,2,0,Dropout,0,0,3,1,0,0,0,1,0,0,0
8077637,IND,62,14302,Male,0,3,2,10,11,84,0,0,1,0,1,1,Graduate,0,1,3,0,1,0,1,1,0,0,0
5111829,IND,62,18391,Female,0,4,2,9,10,89,0,1,1,0,0,0,Dropout,0,0,3,0,0,0,1,1,1,0,0
2512673,IND,62,6490,Male,6,3,2,11,8,110,1,0,0,1,1,0,Dropout,0,0,4,0,0,0,1,1,1,0,1
7562358,IND,62,8218,Male,6,4,2,7,8,107,0,0,0,0,1,0,Dropout,0,0,4,1,1,0,0,1,1,1,0
6060590,IND,62,3534,Female,8,0,4,12,7,108,0,0,1,0,1,1,Graduate,0,1,4,1,0,0,1,1,1,1,1
4027110,IND,62,3465,Female,5,3,3,10,6,104,0,1,0,0,1,0,Graduate,0,1,2,1,0,0,1,1,0,0,1
719995,IND,62,19687,Male,5,3,2,12,8,82,0,1,1,0,1,1,Dropout,0,1,3,1,1,0,1,1,0,1,1
2900820,IND,62,9773,Male,2,2,4,7,8,116,0,1,1,0,0,1,Dropout,0,1,4,1,1,0,1,1,0,0,0
3121471,IND,62,15918,Male,4,1,1,7,9,103,0,1,0,0,1,1,Graduate,0,1,4,1,1,0,1,1,1,0,1
7842335,IND,62,8997,Male,4,0,3,10,4,106,0,0,0,1,1,0,Dropout,0,1,3,1,0,0,1,1,1,1,1
8802465,IND,62,18063,Male,9,2,2,12,6,94,0,1,0,1,1,1,Graduate,0,1,3,1,0,0,0,0,1,0,1
5111191,IND,62,371,Female,0,0,0,8,8,93,0,1,1,0,1,0,Dropout,0,1,1,0,1,0,1,1,0,1,0
894809,IND,62,9298,Male,2,0,3,5,11,103,0,0,0,0,1,0,Dropout,0,1,4,1,1,1,1,1,0,1,0
4160557,IND,62,2881,Male,4,1,1,9,9,76,1,1,0,0,1,0,Graduate,0,1,3,1,1,0,0,1,1,1,1
8108709,IND,62,19617,Male,1,3,3,7,9,94,0,0,0,0,1,1,Dropout,0,1,3,1,1,0,0,1,0,0,0
3675846,IND,62,15606,Male,0,3,4,7,6,122,1,0,0,0,1,1,Graduate,0,0,4,1,1,0,1,1,0,1,1
3678520,IND,62,11228,Male,7,2,2,9,9,121,0,0,1,0,2,1,Graduate,0,0,3,1,0,0,1,1,0,0,1
3144058,IND,62,1736,Female,3,2,3,12,11,83,0,0,0,0,1,0,Dropout,0,1,2,1,0,0,1,1,0,1,0
649904,IND,63,14658,Male,4,2,0,13,6,94,0,1,1,1,1,1,Dropout,0,1,3,1,1,0,0,1,1,1,1
7418753,IND,63,7264,Male,4,4,3,7,8,100,0,1,0,1,1,1,Dropout,0,1,3,1,1,1,0,1,1,1,1
1986479,IND,63,17828,Female,2,0,3,8,9,93,0,1,1,1,1,0,Dropout,0,1,4,1,1,0,0,1,0,0,0
9233984,IND,63,19462,Male,10,2,1,9,7,100,0,1,1,0,1,0,Dropout,0,1,2,1,1,0,1,1,0,1,1
8472991,IND,63,14735,Female,4,3,1,8,8,104,0,0,1,0,1,1,Graduate,0,0,3,1,0,0,1,1,0,1,0
3181424,IND,63,1994,Female,5,3,3,8,7,101,0,1,1,1,1,1,Dropout,0,0,3,1,0,0,0,1,0,0,0
930608,IND,63,1226,Male,3,1,1,11,6,123,0,1,0,0,1,0,Graduate,0,1,3,1,0,0,1,1,0,1,1
6609146,IND,63,2630,Female,8,3,3,12,9,91,0,1,1,0,1,1,Graduate,1,1,3,1,1,0,0,1,0,0,1
9334220,IND,63,10489,Male,4,0,1,9,8,89,0,1,1,0,1,1,Graduate,0,0,2,0,1,1,1,1,1,0,1
1373819,IND,63,12935,Male,5,1,1,9,10,106,0,1,1,0,1,0,Dropout,0,1,5,0,0,0,1,1,1,0,1
7250332,IND,63,549,Male,3,3,4,10,9,91,0,1,0,0,1,1,Dropout,0,1,3,0,1,0,1,1,0,1,0
2271317,IND,63,18797,Male,3,1,1,7,8,93,0,1,0,0,1,0,Dropout,0,1,3,1,0,1,0,1,1,0,0
1208644,IND,63,5272,Male,5,1,2,9,8,97,0,0,1,0,1,0,Dropout,0,0,4,1,1,0,1,1,1,1,1
2972995,IND,63,15640,Male,9,3,2,8,8,116,0,0,0,0,2,1,Dropout,0,0,2,1,0,1,1,1,0,0,1
8016548,IND,63,6563,Male,0,3,2,8,9,99,0,1,0,1,1,1,Graduate,0,1,3,0,1,0,1,1,0,0,0
7286399,IND,63,10421,Male,4,2,0,10,8,106,0,0,0,1,1,1,Dropout,0,1,4,0,0,1,0,1,1,1,1
8494002,IND,63,8503,Male,9,2,2,12,8,99,0,1,1,0,1,0,Dropout,0,1,5,1,0,1,0,1,1,0,1
3530105,IND,63,9171,Male,1,3,1,9,9,119,0,0,1,0,2,1,Dropout,0,0,4,0,1,0,0,1,1,0,0
1413553,IND,64,16936,Female,8,0,3,8,6,97,0,1,1,0,1,0,Graduate,0,1,2,1,0,0,0,1,1,1,1
7816414,IND,64,14723,Male,6,3,1,8,8,83,1,0,1,1,1,1,Graduate,0,0,4,1,0,1,0,1,1,0,1
326272,IND,64,9506,Male,3,0,0,8,7,105,0,0,0,0,1,1,Dropout,0,1,4,1,1,0,1,1,1,0,1
926828,IND,64,18533,Male,4,2,2,10,8,96,0,1,1,0,1,1,Dropout,0,1,4,0,0,1,0,1,1,1,1
1540847,IND,64,4799,Male,4,3,2,6,5,73,0,1,0,0,1,1,Dropout,0,0,3,1,0,0,1,1,0,0,0
7615530,IND,64,9569,Male,2,4,1,10,8,87,0,1,1,0,1,0,Dropout,0,1,3,0,0,0,0,1,1,0,0
3813886,IND,64,65,Male,10,2,3,7,7,94,0,1,0,1,1,1,Dropout,1,1,3,1,0,0,0,1,0,0,1
1918571,IND,64,8528,Female,9,1,0,10,7,130,0,1,1,0,0,1,Graduate,0,1,4,1,1,0,1,1,1,0,1
2367826,IND,64,17020,Male,2,1,3,11,8,92,0,1,0,0,1,0,Dropout,0,0,2,0,1,0,1,1,1,1,0
9065628,IND,64,10242,Female,10,1,2,5,7,90,0,1,0,0,1,1,Dropout,0,1,3,0,1,1,1,1,0,0,1
2694468,IND,64,13486,Male,9,4,1,6,7,130,1,1,1,0,1,0,Graduate,0,1,3,0,1,0,1,1,1,0,1
2691284,IND,64,14378,Male,1,3,1,11,8,91,0,1,0,0,1,0,Dropout,0,0,2,1,1,0,1,1,0,0,0
5588396,IND,64,9644,Male,2,2,3,11,6,93,0,1,1,0,1,1,Dropout,0,1,1,0,1,0,0,1,1,0,1
5041710,IND,64,9360,Male,6,0,2,7,10,125,0,0,1,0,1,1,Graduate,0,1,4,0,1,0,1,1,0,0,1
9230759,IND,64,8760,Female,7,1,2,7,7,97,1,0,0,0,1,0,Graduate,0,0,4,0,1,0,1,1,0,0,1
9382744,IND,64,758,Male,6,1,3,9,7,125,0,0,1,0,1,1,Graduate,0,0,1,0,0,0,1,1,1,0,1
8630693,IND,65,13182,Male,2,2,3,8,6,102,0,1,0,0,1,1,Graduate,1,1,2,1,0,0,1,1,0,0,0
4892850,IND,65,12361,Male,9,0,2,9,6,98,1,1,0,0,1,1,Graduate,0,0,5,1,1,0,1,1,1,1,1
8463500,IND,65,15869,Male,9,2,2,11,6,86,0,1,0,0,1,1,Dropout,0,0,3,1,0,0,1,1,0,0,1
9959412,IND,65,11247,Male,2,2,3,7,8,87,0,0,1,0,0,0,Dropout,0,1,3,1,0,0,1,1,1,0,0
5702507,IND,65,2155,Male,7,3,1,9,7,94,1,0,0,0,1,0,Dropout,0,0,4,1,0,0,1,1,0,0,1
9194879,IND,65,2874,Female,0,3,1,10,7,104,0,0,1,0,0,1,Graduate,0,1,4,0,0,1,0,1,0,0,0
7821620,IND,65,3445,Male,6,2,2,8,10,100,0,0,0,0,1,1,Graduate,0,1,2,1,1,0,1,1,1,1,1
381596,IND,65,9815,Male,10,2,1,14,10,96,0,1,0,0,1,0,Dropout,0,1,4,1,0,0,1,1,0,1,1
2307395,IND,65,464,Male,8,2,1,9,8,86,0,1,1,0,1,1,Dropout,0,1,1,0,1,0,0,0,1,0,1
9234821,JPN,13,4461,Male,7,1,0,6,6,89,0,1,1,0,0,0,Studying,0,1,7,1,1,0,0,0,0,0,1
5949272,JPN,13,5587,Female,1,3,2,9,4,102,1,1,1,1,0,0,Studying,0,1,5,1,1,0,0,0,0,0,0
6800236,JPN,14,47705,Male,1,3,3,10,9,101,0,1,0,0,0,0,Studying,1,0,6,1,1,0,0,0,0,0,0
5624558,JPN,14,137,Female,4,2,3,9,10,133,0,0,1,0,0,1,Studying,0,0,5,1,1,0,0,0,0,0,0
647197,JPN,15,1613,Male,2,2,3,8,7,112,0,0,1,0,0,0,Studying,0,1,5,1,1,0,1,0,0,0,0
5515970,JPN,15,47691,Female,2,3,2,11,6,117,0,0,1,0,0,0,Studying,1,1,7,1,1,0,0,0,0,0,0
1280423,JPN,15,47591,Male,7,1,2,10,9,107,0,1,0,0,0,0,Studying,0,1,8,1,1,0,0,0,0,0,0
4794845,JPN,15,32363,Male,7,3,4,8,9,111,1,0,1,0,0,0,Studying,0,1,9,0,1,0,0,0,0,0,0
313139,JPN,16,7681,Male,5,4,2,7,8,123,1,1,1,0,0,0,Studying,0,0,6,1,1,0,0,0,0,0,0
4529971,JPN,16,36730,Female,2,2,2,8,9,127,1,1,1,0,0,0,Studying,1,1,6,0,1,0,0,0,0,0,0
8859715,JPN,16,50163,Female,6,1,1,7,9,103,1,1,0,1,0,0,Studying,0,1,7,1,1,0,0,0,0,0,1
1357954,JPN,17,9262,Male,4,2,1,12,8,117,0,0,0,1,0,0,Studying,0,1,9,1,1,0,1,0,0,0,1
5880623,JPN,17,40125,Male,6,3,0,9,8,127,0,0,0,0,0,0,Studying,0,1,6,0,1,0,0,0,0,0,1
1972890,JPN,17,41952,Female,10,3,0,9,6,89,1,0,0,0,0,0,Studying,0,1,2,1,1,0,0,0,0,0,1
6349997,JPN,18,26420,Male,3,2,2,9,8,86,1,1,0,0,0,0,Studying,0,1,6,1,1,0,0,0,0,0,0
7268201,JPN,18,20883,Male,6,3,0,11,9,108,0,1,1,0,0,0,Studying,0,1,9,0,1,0,0,0,0,0,1
5090727,JPN,18,10849,Female,7,0,3,9,9,106,1,0,0,0,0,0,Studying,1,0,9,0,1,0,0,0,0,0,0
7490547,JPN,19,35392,Male,4,1,2,5,6,85,0,1,1,0,0,0,Studying,0,1,6,1,1,0,0,0,0,0,0
2151158,JPN,19,13125,Female,6,3,2,8,8,89,1,0,0,1,0,0,Studying,0,0,7,1,1,0,1,0,0,0,1
358612,JPN,20,5634,Female,0,1,1,9,5,87,0,1,1,1,0,1,Studying,0,1,7,1,1,0,0,0,0,0,0
1237251,JPN,20,29400,Female,5,2,2,6,8,90,0,1,1,0,0,0,Studying,0,1,5,0,1,0,0,0,0,0,0
9020899,JPN,20,5337,Male,2,2,3,9,7,103,0,0,1,0,0,0,Studying,0,1,7,1,1,0,0,0,0,0,0
7110657,JPN,20,44210,Female,7,2,2,7,8,91,0,1,0,0,0,0,Studying,1,1,8,1,1,0,0,0,0,0,0
6914373,JPN,20,21642,Male,4,1,2,7,7,71,0,1,0,1,0,0,Studying,0,1,6,0,0,0,0,0,0,0,0
7726909,JPN,20,42577,Male,9,0,1,8,8,124,0,0,0,0,0,0,Studying,0,1,6,0,1,0,0,0,0,0,1
2996793,JPN,20,38350,Male,3,3,2,11,8,122,1,0,0,0,0,0,Studying,0,0,6,0,1,0,0,0,0,0,0
8180657,JPN,20,27643,Male,9,2,3,8,10,110,1,1,1,0,0,0,Studying,1,1,10,1,1,0,0,0,0,0,0
9385231,JPN,20,48094,Male,4,1,1,4,8,121,1,1,0,0,0,0,Studying,0,1,9,1,1,0,0,0,0,0,0
4624225,JPN,20,25126,Male,1,3,2,8,8,132,0,0,1,0,0,0,Studying,0,1,6,1,0,0,0,0,0,0,0
7841053,JPN,21,38773,Female,9,2,1,12,9,99,0,1,1,0,0,0,Studying,0,1,8,1,1,0,0,0,0,0,1
249455,JPN,21,6276,Male,7,2,1,9,6,109,0,1,1,0,0,0,Studying,1,0,6,1,1,0,0,0,0,0,0
219773,JPN,21,54087,Female,5,3,1,9,7,101,0,1,0,0,0,0,Studying,0,1,7,1,1,0,0,0,0,0,0
1213078,JPN,21,46656,Female,10,3,2,10,12,101,1,1,1,0,0,0,Studying,0,1,7,0,1,0,0,0,0,0,1
3658777,JPN,21,16884,Female,1,3,2,8,7,108,1,1,0,0,0,0,Studying,0,1,8,1,1,0,0,0,0,0,0
2144926,JPN,22,46768,Female,7,3,-1,11,9,105,1,1,0,0,0,0,Studying,1,1,7,1,1,0,0,0,0,0,1
4162182,JPN,23,29380,Male,1,1,1,11,6,109,1,1,1,1,1,0,Studying,0,1,1,1,1,0,0,0,0,0,1
852064,JPN,23,15827,Male,4,1,3,6,8,111,0,1,1,0,2,1,Graduate,0,1,5,1,0,0,0,0,1,0,0
504028,JPN,23,36077,Male,10,1,1,11,7,61,0,1,0,0,2,0,Graduate,0,1,7,0,1,1,0,0,1,0,1
2329225,JPN,24,32285,Male,9,0,3,10,9,96,0,1,1,0,1,0,Graduate,1,1,7,1,1,0,0,0,0,0,0
6619541,JPN,24,37377,Male,5,3,1,10,12,113,1,1,0,0,1,0,Dropout,0,1,7,1,0,0,0,0,1,1,1
8958719,JPN,24,10417,Female,6,1,2,8,9,127,1,1,0,0,0,0,Graduate,0,1,6,1,1,0,1,0,1,0,1
7830331,JPN,24,3679,Female,8,0,2,7,7,113,0,1,0,0,2,0,Graduate,1,1,7,0,1,1,0,0,1,0,1
8571881,JPN,24,2317,Male,8,4,2,10,6,89,0,1,0,0,1,0,Dropout,0,1,9,0,0,0,0,0,1,0,1
3821073,JPN,24,35984,Male,2,0,1,10,7,112,1,1,1,0,1,0,Graduate,0,1,10,1,1,0,1,0,1,0,1
8508376,JPN,25,31705,Male,2,0,1,8,7,119,0,0,1,0,0,0,Graduate,0,1,7,1,1,0,1,0,1,0,0
6688562,JPN,25,39947,Female,1,1,1,10,8,125,1,1,0,1,1,0,Graduate,1,1,6,1,0,0,0,0,1,0,0
163764,JPN,25,26775,Female,8,1,2,12,5,114,0,0,0,0,0,0,Dropout,1,1,7,1,0,0,0,0,1,0,1
9084683,JPN,25,3862,Female,6,4,2,8,6,104,1,1,0,0,0,0,Dropout,0,1,8,0,1,0,0,0,0,0,1
3085235,JPN,25,48807,Female,1,0,2,8,10,117,1,1,0,0,0,0,Graduate,0,1,9,1,0,0,1,0,0,1,0
5013298,JPN,25,31658,Female,9,0,2,10,8,74,0,0,0,0,0,0,Graduate,1,1,5,0,1,1,1,1,1,0,1
3441260,JPN,25,20074,Male,4,3,1,10,6,124,1,1,1,0,0,0,Graduate,1,1,7,1,1,1,1,0,0,0,1
7412807,JPN,25,34879,Male,10,2,4,9,8,113,0,0,1,0,0,0,Dropout,0,1,6,1,0,0,0,1,1,0,1
3467717,JPN,25,15907,Female,3,0,1,8,7,109,0,0,0,0,2,0,Graduate,0,1,6,1,1,0,0,1,1,0,0
7778900,JPN,26,38605,Female,2,1,3,6,9,104,0,1,0,0,2,0,Graduate,0,1,6,1,1,0,0,0,1,0,0
1859312,JPN,26,41923,Female,2,2,2,10,11,105,1,0,0,1,1,0,Graduate,0,1,9,0,1,0,0,0,1,0,0
6321442,JPN,26,20385,Female,0,3,2,10,8,139,0,1,0,0,0,0,Graduate,1,0,5,1,1,0,0,0,1,1,0
6900762,JPN,27,13767,Male,5,0,3,10,6,113,0,1,0,0,1,0,Graduate,0,1,6,1,1,0,0,0,1,1,1
7503245,JPN,27,51432,Male,4,0,2,11,9,112,0,1,0,0,0,0,Graduate,0,1,3,1,0,0,0,1,0,1,0
1652875,JPN,27,54757,Male,9,2,4,10,9,119,0,1,0,0,1,0,Graduate,1,1,6,1,0,0,1,0,1,0,1
7212486,JPN,27,9541,Male,9,2,1,8,4,83,1,1,0,0,0,0,Graduate,0,1,6,0,1,0,0,0,1,0,1
8243573,JPN,27,15396,Female,9,1,2,10,9,111,1,1,0,0,2,0,Graduate,0,1,6,1,0,0,0,0,1,0,1
4017784,JPN,27,29148,Male,10,3,2,10,10,133,1,0,0,1,1,0,Dropout,0,1,10,0,1,1,1,1,1,1,1
7813512,JPN,27,6878,Male,2,2,3,14,11,99,1,0,0,0,0,0,Graduate,0,0,7,1,0,1,0,0,1,1,0
1666346,JPN,27,53015,Male,4,2,3,12,8,94,1,1,0,0,1,0,Graduate,0,1,7,1,0,0,0,0,1,0,1
1739023,JPN,28,5971,Male,1,1,3,8,6,126,0,1,1,0,0,1,Graduate,1,1,9,1,1,0,0,0,1,1,0
1703628,JPN,28,32973,Male,0,1,2,6,8,95,1,1,1,0,0,0,Graduate,0,0,6,0,1,1,0,0,1,0,0
4030589,JPN,29,50599,Female,2,0,1,7,7,124,1,1,0,0,1,0,Dropout,0,1,2,0,1,0,1,1,1,0,1
7160135,JPN,29,12441,Male,9,2,3,10,9,101,0,0,0,0,2,0,Dropout,1,1,9,1,0,0,0,0,1,0,1
1675488,JPN,29,2023,Male,10,1,2,10,6,116,1,1,1,0,0,0,Graduate,0,1,9,0,1,0,0,1,0,0,1
9431176,JPN,29,22290,Female,9,4,3,11,10,130,1,1,1,1,2,0,Graduate,0,0,7,0,1,0,1,0,1,1,1
3202080,JPN,29,43982,Male,9,1,2,8,9,88,0,0,0,0,2,0,Graduate,1,1,9,1,1,0,1,0,1,0,1
8902657,JPN,29,25725,Male,1,0,3,11,8,106,1,1,1,0,1,0,Graduate,0,1,7,1,1,1,0,0,1,1,0
6477497,JPN,30,51358,Male,6,1,1,9,8,101,0,0,1,0,1,1,Dropout,0,1,5,1,1,0,0,0,0,0,1
541189,JPN,30,10608,Male,2,1,2,11,7,115,0,1,1,0,2,0,Graduate,0,0,10,1,1,1,0,0,1,0,0
9490306,JPN,30,10991,Male,0,3,0,9,7,113,1,1,1,1,2,0,Graduate,1,1,8,0,1,0,0,0,1,1,0
3160412,JPN,30,26261,Male,3,2,3,10,7,87,1,1,1,0,1,0,Dropout,0,1,8,1,1,1,0,0,1,1,1
7135955,JPN,30,49376,Male,3,0,0,6,11,105,1,0,0,0,1,0,Graduate,1,1,8,0,1,0,0,0,0,0,0
1898645,JPN,30,36550,Male,0,1,2,11,9,114,0,0,0,0,2,0,Dropout,1,1,7,0,1,0,1,0,1,0,0
107973,JPN,31,18107,Female,0,2,2,9,5,119,1,0,0,1,0,0,Graduate,0,1,6,1,1,0,0,0,1,1,0
3684806,JPN,32,43219,Male,1,3,3,5,7,109,0,1,0,0,0,1,Graduate,0,1,7,1,1,1,0,1,1,1,0
2692244,JPN,32,19177,Male,3,2,2,8,6,130,1,0,1,0,0,0,Dropout,0,1,9,1,1,0,0,0,1,0,1
8580653,JPN,32,5771,Male,4,2,3,6,7,109,0,0,1,0,1,0,Graduate,0,0,3,0,1,0,0,0,1,1,0
3157771,JPN,33,35043,Male,7,3,2,7,7,125,0,0,0,0,2,0,Graduate,0,1,6,0,1,0,0,0,1,0,1
8635902,JPN,33,498,Male,3,1,3,8,6,110,0,0,0,0,1,0,Graduate,0,1,5,0,1,1,0,0,0,0,0
5822260,JPN,33,41346,Male,3,2,0,7,7,109,0,0,0,0,1,1,Graduate,1,0,6,1,0,0,0,1,1,1,0
5523448,JPN,33,51035,Male,7,3,2,5,7,128,0,0,0,0,1,0,Graduate,1,1,6,0,1,0,0,0,1,1,1
2773796,JPN,34,27870,Female,0,1,1,7,8,125,1,0,0,0,0,0,Graduate,0,1,5,0,1,0,0,0,1,0,0
5575707,JPN,34,25947,Male,2,0,3,7,8,124,1,0,1,0,2,0,Graduate,0,0,6,1,0,1,0,0,1,0,0
4267832,JPN,34,18754,Male,0,2,2,4,8,104,1,0,0,0,1,1,Graduate,0,1,9,0,1,0,0,0,0,0,0
5933217,JPN,35,27212,Female,2,1,2,8,10,97,1,1,0,1,1,0,Graduate,0,0,7,0,1,0,1,1,0,0,0
4101120,JPN,35,42345,Male,8,3,2,10,9,122,0,1,1,0,2,0,Dropout,0,1,4,1,1,0,0,0,1,1,1
3437234,JPN,35,34892,Male,8,4,0,8,7,87,0,0,0,0,2,0,Dropout,0,1,8,0,1,0,0,0,1,0,1
1716649,JPN,35,13169,Male,3,1,3,8,7,115,0,0,1,0,2,1,Graduate,0,1,6,0,1,0,0,0,1,0,0
3259441,JPN,35,27050,Male,4,2,3,5,8,95,0,1,0,0,1,0,Graduate,0,1,8,0,1,0,1,0,1,0,0
6028213,JPN,36,13138,Female,3,3,1,8,9,141,1,1,0,1,1,0,Graduate,0,0,6,0,1,0,0,0,1,0,1
2536955,JPN,36,14697,Male,6,2,1,12,11,95,1,0,0,1,0,0,Dropout,0,1,5,0,1,0,0,0,1,1,1
1775545,JPN,37,21636,Male,7,0,1,9,7,111,1,0,1,0,0,0,Graduate,0,1,7,1,1,0,0,0,1,0,1
6732597,JPN,37,17067,Female,6,1,4,7,9,114,1,0,0,0,0,0,Graduate,1,1,2,1,1,0,1,0,1,1,1
5959526,JPN,37,11974,Male,9,3,1,5,9,93,1,0,1,1,0,0,Graduate,0,1,8,0,1,1,0,0,1,0,1
9802903,JPN,37,3104,Female,0,4,2,8,7,121,0,0,0,0,1,0,Graduate,0,1,1,0,1,0,0,0,1,0,0
9304153,JPN,37,19094,Male,2,0,4,6,8,129,0,0,1,0,1,0,Graduate,0,1,8,0,0,0,0,0,1,0,0
3765606,JPN,37,2259,Female,5,3,3,8,6,107,1,0,0,0,1,0,Graduate,0,1,4,0,1,0,0,0,1,1,1
3783030,JPN,38,22492,Female,9,2,3,10,10,114,0,0,0,1,2,0,Graduate,0,0,7,1,1,0,0,0,1,0,1
1611660,JPN,38,38584,Female,6,3,3,6,7,118,1,1,1,1,1,0,Graduate,1,0,7,1,1,0,0,0,0,0,0
465898,JPN,38,38317,Female,4,3,3,6,8,105,1,0,0,0,1,0,Graduate,0,0,10,0,1,0,1,0,1,1,1
6842145,JPN,39,19454,Male,8,2,2,10,9,122,1,1,0,0,1,0,Graduate,0,1,9,1,0,0,0,0,1,0,1
8593008,JPN,39,22999,Male,8,2,3,9,7,100,1,1,0,0,2,0,Graduate,0,0,6,1,1,0,0,0,1,1,1
9490706,JPN,39,15783,Female,8,4,1,9,9,106,0,0,1,0,1,0,Graduate,1,0,6,1,1,1,0,0,1,0,1
530569,JPN,39,29946,Male,6,3,2,7,7,98,1,1,0,1,1,0,Graduate,0,1,8,0,1,0,0,0,1,0,1
